id,userid,text,datahora,modelo,sentimento,score,created_on
3911,1,"Aroma frutado e agradável, final persistente.",2025-09-12 03:56:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.734864,2025-10-14 18:37:53
3912,3,"Aroma frutado e agradável, final persistente.",2025-03-05 04:27:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.93104,2025-08-01 17:48:50
3913,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-06-30 07:59:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.919893,2025-06-05 01:48:47
3914,1,"Excelente vinho, recomendo vivamente.",2024-11-29 04:37:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.954995,2025-03-04 13:27:39
3915,4,"Vinho sem equilíbrio, acidez excessiva.",2025-01-19 16:21:22,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.297365,2025-07-09 22:17:27
3916,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-12-08 08:50:45,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.816628,2024-03-17 12:25:58
3917,1,"Sabor correto, dentro do esperado.",2023-06-08 13:37:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.411722,2024-03-22 06:46:20
3918,1,"Muito abaixo das expectativas, dececionante.",2024-08-19 21:25:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.298883,2025-06-01 14:12:22
3919,1,Acidez equilibrada e notas florais elegantes.,2025-04-01 10:27:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.724979,2025-10-21 01:19:19
3920,4,Acidez equilibrada e notas florais elegantes.,2024-09-27 06:00:18,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.796266,2025-07-24 03:10:48
3921,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-03-03 10:40:22,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.963395,2023-10-09 01:23:43
3922,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-09-07 23:13:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.767923,2024-02-09 19:34:32
3923,4,"Aroma frutado e agradável, final persistente.",2025-05-10 21:36:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.768357,2025-10-25 08:08:10
3924,1,"Excelente vinho, recomendo vivamente.",2024-08-17 15:46:52,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.793798,2024-08-24 19:33:03
3925,3,Acidez equilibrada e notas florais elegantes.,2023-03-19 18:21:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.696703,2025-05-02 04:23:56
3926,4,"Taninos agressivos, difícil de apreciar.",2025-05-03 03:58:51,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.299016,2025-05-10 02:08:05
3927,3,"Aroma frutado e agradável, final persistente.",2023-06-03 04:38:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.814135,2025-06-03 12:48:16
3928,1,"Aroma frutado e agradável, final persistente.",2024-10-11 22:58:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.837927,2025-10-07 03:20:57
3929,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-09-09 22:52:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.91603,2023-12-05 22:22:44
3930,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-05-08 22:04:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.717717,2024-05-28 23:35:52
3931,3,"Taninos agressivos, difícil de apreciar.",2023-02-13 15:51:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.037534,2024-04-07 19:40:05
3932,1,Acidez equilibrada e notas florais elegantes.,2024-09-04 01:20:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.660633,2025-10-26 17:36:18
3933,3,Acidez equilibrada e notas florais elegantes.,2024-03-13 07:26:49,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.809658,2024-03-18 08:48:45
3934,2,"Vinho sem equilíbrio, acidez excessiva.",2023-06-08 13:26:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.010156,2023-07-15 18:23:23
3935,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-01-18 19:30:35,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.672589,2024-06-06 12:53:48
3936,1,Acidez equilibrada e notas florais elegantes.,2024-06-26 02:08:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.793991,2025-06-23 05:16:12
3937,2,"Excelente vinho, recomendo vivamente.",2024-02-22 16:38:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.887187,2025-04-29 22:22:40
3938,3,Acidez equilibrada e notas florais elegantes.,2025-03-29 07:22:27,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.887324,2025-08-03 20:25:05
3939,4,"Aroma frutado e agradável, final persistente.",2024-08-15 19:19:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.87624,2025-10-14 20:34:46
3940,4,"Excelente vinho, recomendo vivamente.",2024-05-21 23:01:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.837749,2024-11-27 04:36:50
3941,1,"Aroma frutado e agradável, final persistente.",2024-12-18 16:16:54,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.826544,2025-10-19 21:42:41
3942,4,"Muito abaixo das expectativas, dececionante.",2024-07-16 18:45:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.255917,2025-01-27 04:38:11
3943,1,"Vinho sem equilíbrio, acidez excessiva.",2024-03-10 15:56:49,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.275198,2024-09-06 10:02:02
3944,1,"Vinho sem equilíbrio, acidez excessiva.",2024-03-19 06:37:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.137167,2024-07-24 17:25:14
3945,3,Notas de oxidação e sabor desequilibrado.,2024-05-02 21:08:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.204983,2025-09-18 01:17:51
3946,3,"Aroma frutado e agradável, final persistente.",2025-07-07 18:00:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.980235,2025-07-08 03:33:47
3947,2,Acidez equilibrada e notas florais elegantes.,2024-11-23 09:35:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.709002,2025-10-27 08:51:43
3948,1,Notas de oxidação e sabor desequilibrado.,2023-05-07 07:53:18,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.099748,2023-07-27 00:33:22
3949,2,Acidez equilibrada e notas florais elegantes.,2024-06-30 22:20:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.693063,2025-03-20 10:47:44
3950,2,"Excelente vinho, recomendo vivamente.",2025-05-04 18:15:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.795769,2025-09-03 22:39:14
3951,2,Aroma artificial e final amargo.,2025-08-08 03:52:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.122984,2025-08-25 02:18:40
3952,4,"Excelente vinho, recomendo vivamente.",2024-09-22 19:39:03,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.977338,2025-05-31 08:31:56
3953,4,Notas de oxidação e sabor desequilibrado.,2025-04-23 13:00:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.276073,2025-07-06 16:09:32
3954,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-02-10 05:59:37,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.990814,2024-07-11 04:03:43
3955,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-05-01 05:19:39,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.808944,2024-09-25 13:09:09
3956,4,Aroma artificial e final amargo.,2023-06-18 17:35:02,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.27697,2025-04-22 22:01:03
3957,4,"Comentário neutro, nada a destacar.",2023-08-29 19:25:36,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.63465,2024-03-11 17:01:55
3958,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-06-20 01:06:15,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.742656,2025-08-21 01:21:39
3959,2,Acidez equilibrada e notas florais elegantes.,2024-09-11 13:02:16,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.936698,2024-09-23 21:42:30
3960,1,"Aroma frutado e agradável, final persistente.",2023-06-16 22:18:35,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.930249,2024-06-24 17:42:41
3961,1,"Vinho sem equilíbrio, acidez excessiva.",2023-06-02 00:18:16,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.095667,2025-09-01 07:42:45
3962,2,"Comentário neutro, nada a destacar.",2023-08-28 22:21:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.598029,2024-04-02 09:09:55
3963,4,"Excelente vinho, recomendo vivamente.",2023-06-25 03:28:27,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.738168,2024-12-01 23:44:16
3964,1,"Aroma frutado e agradável, final persistente.",2023-01-05 12:59:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.939382,2024-07-30 19:03:12
3965,2,"Excelente vinho, recomendo vivamente.",2025-09-04 11:52:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.830091,2025-10-06 13:26:19
3966,1,Acidez equilibrada e notas florais elegantes.,2025-07-08 22:32:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.859919,2025-07-19 12:53:31
3967,4,Acidez equilibrada e notas florais elegantes.,2023-04-23 04:27:49,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.93619,2025-05-22 19:32:06
3968,1,"Aroma frutado e agradável, final persistente.",2025-10-18 07:58:38,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.755241,2025-10-26 15:22:47
3969,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-06-30 04:40:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.792995,2025-08-26 07:45:33
3970,4,Aroma artificial e final amargo.,2023-03-09 06:52:49,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.218005,2024-05-22 01:39:19
3971,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-09-18 11:14:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.973477,2025-10-05 07:06:35
3972,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-10-08 02:03:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.678874,2023-11-20 00:17:32
3973,1,"Aroma frutado e agradável, final persistente.",2023-05-11 20:53:41,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.933356,2024-02-17 04:45:48
3974,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-01-07 02:46:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.780987,2025-09-06 14:50:43
3975,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-08-20 23:23:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.774029,2025-09-30 14:44:31
3976,3,Notas de oxidação e sabor desequilibrado.,2024-01-28 02:04:40,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.098239,2024-10-13 06:07:31
3977,4,"Excelente vinho, recomendo vivamente.",2024-12-08 21:12:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.675395,2025-03-31 16:01:04
3978,3,"Excelente vinho, recomendo vivamente.",2024-06-24 14:26:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.880437,2025-05-22 23:36:57
3979,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-07-10 05:14:41,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.777888,2023-12-12 21:22:31
3980,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-02-16 11:19:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.686918,2025-10-28 19:01:33
3981,4,"Taninos agressivos, difícil de apreciar.",2023-09-18 14:33:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.228484,2025-09-07 16:08:41
3982,1,"Aroma frutado e agradável, final persistente.",2024-05-25 07:01:43,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.715013,2025-02-24 16:06:27
3983,2,"Excelente vinho, recomendo vivamente.",2024-10-30 07:20:26,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.769441,2025-07-17 14:59:10
3984,3,Acidez equilibrada e notas florais elegantes.,2024-02-06 14:59:13,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.739991,2025-07-01 08:05:09
3985,2,"Aroma frutado e agradável, final persistente.",2024-07-10 04:40:35,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.714182,2025-03-26 12:39:04
3986,4,"Vinho sem equilíbrio, acidez excessiva.",2023-09-21 10:19:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.055476,2025-06-18 00:52:05
3987,1,"Aroma frutado e agradável, final persistente.",2024-12-05 01:03:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.933011,2025-03-29 15:51:31
3988,1,"Avaliação neutra, qualidade média.",2025-09-10 04:25:54,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.367645,2025-10-08 14:28:53
3989,1,"Vinho sem equilíbrio, acidez excessiva.",2025-01-01 19:09:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.163641,2025-01-28 03:35:21
3990,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-11-16 02:21:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.84591,2024-01-13 12:48:22
3991,3,"Excelente vinho, recomendo vivamente.",2025-01-13 05:37:43,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.68185,2025-04-12 21:42:30
3992,3,"Excelente vinho, recomendo vivamente.",2023-12-21 01:46:27,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.805326,2024-03-27 20:24:44
3993,2,"Sabor correto, dentro do esperado.",2024-08-07 22:24:13,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.542256,2025-07-10 05:40:43
3994,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-09-09 21:32:14,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.671694,2025-10-19 14:53:15
3995,3,"Aroma frutado e agradável, final persistente.",2024-09-28 05:33:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.676886,2025-05-20 04:48:10
3996,4,Acidez equilibrada e notas florais elegantes.,2024-12-31 20:43:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.999479,2025-05-30 15:13:45
3997,2,"Vinho sem equilíbrio, acidez excessiva.",2023-05-13 17:54:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.17667,2024-07-09 23:23:04
3998,2,"Excelente vinho, recomendo vivamente.",2025-01-15 23:04:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.959507,2025-08-19 05:56:17
3999,2,"Muito abaixo das expectativas, dececionante.",2024-04-06 11:58:03,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.250093,2025-10-08 22:22:04
4000,3,"Excelente vinho, recomendo vivamente.",2024-04-28 00:50:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.852291,2025-09-08 09:36:36
4001,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-09-08 10:33:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.720084,2025-09-23 07:35:07
4002,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-08-30 02:34:40,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.938172,2023-12-05 15:44:32
4003,3,"Aroma frutado e agradável, final persistente.",2024-10-10 22:42:26,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.724132,2025-04-17 12:42:17
4004,1,"Comentário neutro, nada a destacar.",2024-12-07 01:38:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.59984,2025-07-12 10:21:04
4005,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-01-29 14:46:39,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.888399,2025-04-01 14:57:55
4006,2,"Excelente vinho, recomendo vivamente.",2024-04-19 15:55:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.83623,2025-03-16 15:30:36
4007,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-05-19 22:15:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.916914,2024-09-18 06:36:54
4008,3,"Aroma frutado e agradável, final persistente.",2024-05-13 14:28:22,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.946113,2025-06-04 04:23:05
4009,3,Notas de oxidação e sabor desequilibrado.,2023-01-29 13:20:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.168992,2025-10-27 01:21:21
4010,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-01-04 00:31:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.773512,2025-09-04 20:40:23
4011,3,Acidez equilibrada e notas florais elegantes.,2024-08-25 05:07:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.903892,2025-08-27 03:32:16
4012,4,"Excelente vinho, recomendo vivamente.",2023-08-25 22:56:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.760776,2025-05-17 18:58:40
4013,3,Notas de oxidação e sabor desequilibrado.,2025-04-28 06:38:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.33433,2025-09-15 15:38:44
4014,1,Acidez equilibrada e notas florais elegantes.,2023-02-05 04:53:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.87189,2025-05-01 15:50:53
4015,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-09-12 02:37:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.823794,2025-10-28 20:29:05
4016,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-04-26 04:01:04,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.994197,2025-04-27 19:10:56
4017,2,Aroma artificial e final amargo.,2023-01-24 21:03:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.035917,2024-08-02 19:11:40
4018,4,"Muito abaixo das expectativas, dececionante.",2023-04-05 19:02:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.137599,2024-04-28 08:44:15
4019,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-06-29 20:42:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.68051,2024-07-14 16:16:05
4020,2,Aroma artificial e final amargo.,2023-04-28 14:34:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.30313,2023-10-17 11:43:03
4021,4,"Muito abaixo das expectativas, dececionante.",2025-09-10 04:02:10,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.125953,2025-10-25 11:40:58
4022,3,Acidez equilibrada e notas florais elegantes.,2025-02-13 01:54:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.660686,2025-07-09 04:37:25
4023,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-12-11 02:33:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.90304,2025-10-08 14:43:01
4024,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-10-11 04:52:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.798472,2025-03-07 22:23:59
4025,3,"Aroma frutado e agradável, final persistente.",2024-11-24 01:50:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.759412,2025-01-02 14:53:07
4026,1,"Aroma frutado e agradável, final persistente.",2023-08-21 13:00:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.701421,2024-01-02 19:07:32
4027,2,"Aroma frutado e agradável, final persistente.",2025-08-09 19:17:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.768365,2025-09-11 03:28:23
4028,4,Acidez equilibrada e notas florais elegantes.,2023-02-26 02:42:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.856815,2023-04-21 14:06:57
4029,2,"Excelente vinho, recomendo vivamente.",2025-04-06 09:21:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.760963,2025-04-11 05:34:36
4030,1,Acidez equilibrada e notas florais elegantes.,2025-06-24 10:06:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.718832,2025-10-24 00:11:06
4031,2,Aroma artificial e final amargo.,2023-01-26 20:02:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.130209,2025-01-04 20:35:32
4032,2,"Vinho sem equilíbrio, acidez excessiva.",2025-08-11 15:32:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.130415,2025-09-14 23:36:21
4033,4,"Cumpre o mínimo, sem se destacar.",2023-01-13 10:24:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.422751,2023-06-16 02:04:08
4034,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-09-19 13:01:15,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.973153,2025-07-20 16:03:25
4035,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-10-13 07:02:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8551,2025-03-16 06:49:36
4036,3,"Aroma frutado e agradável, final persistente.",2024-12-05 03:32:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.975899,2025-10-24 23:17:38
4037,3,"Aroma frutado e agradável, final persistente.",2025-08-22 05:24:49,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.89049,2025-09-25 04:57:51
4038,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-06-02 00:16:22,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.888757,2023-07-18 11:30:31
4039,1,Acidez equilibrada e notas florais elegantes.,2023-09-16 02:59:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.744719,2024-07-05 17:00:23
4040,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-09-07 06:52:02,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.766895,2024-11-12 11:47:27
4041,1,Aroma artificial e final amargo.,2024-09-03 13:58:16,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.249494,2025-04-12 17:21:56
4042,1,Acidez equilibrada e notas florais elegantes.,2025-03-18 11:54:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.80004,2025-06-29 07:28:21
4043,1,"Taninos agressivos, difícil de apreciar.",2024-01-04 03:44:54,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.308277,2025-10-27 16:59:21
4044,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-10-13 07:34:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.93382,2024-10-18 06:30:44
4045,4,Acidez equilibrada e notas florais elegantes.,2025-02-25 11:18:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.800346,2025-03-31 03:00:59
4046,2,Acidez equilibrada e notas florais elegantes.,2024-12-15 03:22:36,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.686971,2025-06-30 02:00:03
4047,2,Notas de oxidação e sabor desequilibrado.,2023-10-19 13:17:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.185488,2025-01-04 01:58:31
4048,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-01-19 15:04:24,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.876044,2024-12-27 02:34:30
4049,4,Acidez equilibrada e notas florais elegantes.,2023-04-19 22:26:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.975214,2025-08-09 14:09:52
4050,4,Acidez equilibrada e notas florais elegantes.,2023-07-18 03:17:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.719936,2024-02-10 17:22:49
4051,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-04-04 13:31:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.695052,2025-08-22 06:17:10
4052,4,"Excelente vinho, recomendo vivamente.",2025-10-25 09:56:12,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.995431,2025-10-29 23:55:56
4053,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-03-10 00:18:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.943827,2024-07-29 08:51:13
4054,1,"Aroma frutado e agradável, final persistente.",2024-11-02 17:27:14,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.836294,2025-02-15 13:32:40
4055,3,"Excelente vinho, recomendo vivamente.",2023-03-02 01:38:51,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.869671,2025-01-14 02:21:43
4056,3,"Aroma frutado e agradável, final persistente.",2023-06-08 20:46:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.707195,2023-09-23 03:39:45
4057,1,"Excelente vinho, recomendo vivamente.",2023-10-10 01:39:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.725231,2024-11-09 21:58:04
4058,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-07-19 05:36:14,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.866635,2025-07-28 21:59:27
4059,3,"Taninos agressivos, difícil de apreciar.",2024-09-14 17:56:54,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.109246,2024-09-19 18:56:18
4060,2,Notas de oxidação e sabor desequilibrado.,2023-12-07 13:10:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.281506,2024-11-06 16:04:24
4061,1,"Aroma frutado e agradável, final persistente.",2023-10-08 07:44:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.931247,2024-11-24 05:09:56
4062,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-08-14 10:32:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.786361,2024-11-10 11:51:52
