sentimento_id,utilizador_id,text,datahora,modelo,sentimento,score,created_on
69,1,organizar patrocinar por o gerson morelli realizar em o North grill de o shopping frar canecar São Paulo de o gim caro de o mundo US 750 holandês nolet s reserve exemplar degustar nº 359 490 garrafa elaborar em o lote l 2214iq314 participante André Novaes Patury Get trade importador fabio ota mega sake Gerson Morelli consumidor Mário separovic rodrigues,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5707808136940002,2025-11-20 22:22:27.948740
70,1,organizar realizar em o espaço vip de o shopping frar canecar São Paulo 7 gim importar 1 brasileiro participante domingo meirelles sócio de o bar sóshots gin Club fabio ota mega sake Gerson Morelli consumidor marco China llopis Lee sócio de o ex bar bar Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill Paulo Lacombe consumidor,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5872927308082581,2025-11-20 22:22:27.948740
71,1,acidez vinho apresentar se dois maneira distinto sob forma acidez total sob àquela acidez volátil acidez total costumo associar acidez vinho a o esqueleto corpo humano fundamental pois garantir equilíbrio vinho transmitir frescor a o vinho além garantir grande longevidade a o vinho deficiente ácido tornar se chato a o passo excesso ácido ficar desarmônico principal ácido orgânico presente,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5565222501754761,2025-11-20 22:22:27.948740
72,1,em o último dia 12 14 setembro realizour se tour em o França 5ª edição de o tradicional mondial du fromage et des produit laitiers 2021 concurso bianual importante cotejo mundial de o setor queijeiro de este feita participar 940 produto 46 país resultado apontar 331 queijo medalhado 30 supergold 81,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5614246129989624,2025-11-20 22:22:27.948740
73,1,posição vinho preço medio usd 1 domínio la romanee conti romanee conti grand cru cote nuit França 19 542 2 domaine leroy Musigny grand cru cote nuit França 15 342 3 egon muller scharzhofberger riesling trockenbeerenauslese mosel,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.44852566719055176,2025-11-20 22:22:27.948740
74,1,basear em o decex orgão de o ministério de o desenvolvimento indústria comércio exterior consultor internacional adãor morellatto consolidar quadro retratar importação brasileiro vinho espumante 2017 a o seguir apresentar tabela unificar vinho espumante mostrar volume importar país em o referir,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6233627200126648,2025-11-20 22:22:27.948740
75,1,basear em o decex orgão de o ministério de o desenvolvimento indústria comércio exterior uvibra união brasileiro vitivinicultura elaborar dois quadro retratar importação brasileiro vinho espumante 2016 a o seguir apresentar tabela unificar vinho espumante mostrar volume importar país em o referir,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6462931036949158,2025-11-20 22:22:27.948740
76,1,vinho 1 romanée conti grand cru dom romanée contir US 13 908 2 scharzhofberger mosel riesling trockenbeerenauslese egon müller scharzhof US 10 370 3 Musigny grand cru dom leroy US 7 121 4 montrachet grand cru dom leflaive US 6 025 5 Musigny grand cru dom Georges christophe roumier US 5 313 6 montrachet grand cru dom romanée contir US 4 785 7 wehlener Sonnenuhr Riesling,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.41571536660194397,2025-11-20 22:22:27.948740
77,1,produtor m chapoutier classificação igp pays d oc região languedoc roussillon França uvas grenache syrah maturação vaso aço inox pileta concreto armar teor alcoólico 13 5 descrição cor rubi violácea brilhante bouquet intenso amplo limpo perfumar frutar especiar ponto alto sabor médio corpo levemente tânico ainda acidez marcante sobre fruta final boca saboroso sobressair bastante alimento nota 89 preço R 75 87 querer,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5067042112350464,2025-11-20 22:22:27.948740
78,1,produção mundial vinho rosésr tranquilo aumentar bastante desde 2002 16 3 passar 20 9 milhão hectolitro 24 3 milhão hectolitro 2014 volume representar 9 6 todo produção vinho tranquilo país produção,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5523329377174377,2025-11-20 22:22:27.948740
79,1,produtor badia coltibuono classificação chiantir classico docg região toscano Itália uvas 100 sangiovese vinher seleção diverso vinhedo pertencente a o pequeno notável cultivador de o zona produção de o chianti classico maturação algum mês tonel barrica carvalho francês teor alcoólico 14 0 descriçãor ter coloração rubi claro bouquet intenso perfumar equilibrado fino adocicar nota fruta vermelho especiaria ponto,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5087870955467224,2025-11-20 22:22:27.948740
80,1,produção mundial vinho espumante aumentar significativamente em esse último 10 ano 40 passar 12 7 milhão hectolitro 2003 17 6 milhão hectolitro 2013 a o passo em o período de o vinho tranqüilo aumentar apenas 7 explica se por o consumo de esse produto passar evolução mudança em o hábito principalmente festivo consumação regular país,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6265845894813538,2025-11-20 22:22:27.948740
81,1,paul sauer 2010 produtor kanonkop Região simonsberg stellenbosch wo África de o Sul uvas 68 cabernet Sauvignon 16 merlot 16 cabernet franc vinher próprio idade médio 22 ano rendimento apenas 23 4 hl ha grande safra de esse região maturação 26 mês barrica novo carvalho francês tostagem médio nevers teor alcoólico 14 5 descrição ter coloração rubi violácea escuro bouquet intenso complexo classudo adocicar exalar fruta,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5542464256286621,2025-11-20 22:22:27.948740
112,1,prefiro vinho de o Douro perto de o estilo,2023-02-13 21:32:09.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.641930341720581,2025-11-20 22:22:34.384645
82,1,vinho 1 romanée conti grand cru dom romanée contir US 13 021 2 scharzhofberger mosel riesling trockenbeerenauslese egon müller scharzhof US 8 982 3 montrachet grand cru dom leflaive US 5 775 4 Musigny grand cru dom leroy US 5 233 5 Musigny grand cru dom Georges christophe roumier US 5 155 6 wehlener Sonnenuhr riesling trockenbeerenauslese joh José prüm US 4 831 7 montrachet grand cru,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4067854881286621,2025-11-20 22:22:27.948740
83,1,basear em o decex orgão de o ministério de o desenvolvimento indústria comércio exterior uvibra união brasileiro vitivinicultura elaborar dois quadro retratar importação brasileiro vinho espumante 2015 a o seguir apresentar tabela unificar vinho espumante mostrar volume importar país em o referir ano país,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.643638551235199,2025-11-20 22:22:27.948740
84,1,produtor bodega esmeralda região mendoza argentino uvo tempranillo 100 vinificação vinificar rosé maceração pelicular 24 hora maturação vaso aço inox teor alcoólico 13 5 descrição coloração rosado bem clarinho em o nariz mostra se frutar vinoso enche boca ótimo densidade bom nervo fruta fresco retrogosto médio intensidade permanecer gostoso em o boca ponto alto nota 87 5 preço R 46 18 US 12 90,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.49731460213661194,2025-11-20 22:22:27.948740
85,1,produtor m chapoutier classificação igp pays d oc região languedoc roussillon França uvas grenache cinsault vinificação vinificar rosé maturação 3 4 mês borra vaso aço inox pileta concreto armar teor alcoólico 13 0 descrição ter cor casca cebola claro aroma vinoso ter nota floral sabor denso encher boca ótimo acidez alto refrescância final boca longo gratificante nota 90 preço R 99 64 querer comprar,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.47711920738220215,2025-11-20 22:22:27.948740
86,1,produtor paul jaboulet aînér classificação vin france rouge região vallée du rhône languedoc França uvas 100 syrah maturação madeira teor alcoólico 13 5 descrição ter coloração violáceo escuro olfato intenso limpo denotar fruta silvestr madura especiaria defumadinho delicar complexo paladar elegante bom nervo tão concentrar bom densidade ainda ligeiramente tânico retrogosto médio intensidade porém,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.43512576818466187,2025-11-20 22:22:27.948740
87,1,produtor coppo classificação barbera d asti docg região piemonte Itália uvas 100 barberar vinhedo cascina Gavelli em o comuna castelnuovo calcea vinificação adição dióxido Enxôfre so2 portanto vinho natural maturação 9 mês barrica carvalho francês teor alcoólico 14 0 descriçãor coloração violácea escuro aroma amplo intenso carvalho perceptível denotar fruta vermelho preto floral leve agradável nota,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5333765149116516,2025-11-20 22:22:27.948740
88,1,produtor m chapoutier classificação côtes du roussillon villages aoc região languedoc roussillon França vinher domaine bila haut uvo syrah grenache carignan maturação madeira teor alcoólico 14 5 descrição apresentar coloração rubi violácea escuro bouquet intenso adocicar nota frutar cereja preto especiaria sabor ainda levemente tânico encorpar bom acidez ótim fruta preto de o bosque retrogosto longo marcante,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.43204793334007263,2025-11-20 22:22:27.948740
89,1,produtor pazo señorans Região rías baixo de o galiciar espanha uvas 100 albariño variedade branco nativo de o galicia de o norte Portugal onde chamar alvarinho vinhedo em o valle del salnés em o província pontevedra em o galicia maturação 5 mês sobre borra aço inoxidável teor alcoólico 12 5 descrição cor amarelo palha brilhante reflexo esverdeado em o nariz amplo bom intensidade caráter de o variedade sabor ter bom nervo,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5098954439163208,2025-11-20 22:22:27.948740
90,1,produtor domaine Drouhin Região oregon Estados Unidos uva 100 pinot noir vinhedo dundee hills Willamette valley em o oregon maturação 14 mês barrica carvalho francês 20 novo teor alcoólico 14 1 descrição ter coloração rubi tom mediano bouquet complexo futo negro de o bosque especiaria nota floral sabor opulento aveludar médio corpo frutar elegante retrogosto longo excelente nota 92 preço US 97 90 R,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5121683478355408,2025-11-20 22:22:27.948740
91,1,1 richebourg grand cru henri jayer US 14 395 2 romanée conti grand cru dom romanée contir US 11 823 3 vosne romanée cro parantoux 1er cru henri jayer US 5 436 4 montrachet grand cru dom leflaive US 5 264 5 scharzhofberger mosel riesling trockenbeerenauslese egon müller scharzhof US 5 247 6 montrachet grand cru dom romanée contir US 4 293 7 Musigny grand cru dom Georges roumier US 3 848 8 echézeaux grand cru,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.38677048683166504,2025-11-20 22:22:27.948740
92,1,exemplo descrição evento poder editar descrição querer remover evento,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7659368515014648,2025-11-20 22:22:27.948740
93,1,textura sedoso final longo,2024-09-24 15:04:24.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.8714518547058105,2025-11-20 22:22:34.384645
94,1,safra excelente recomendar guardar algum ano,2023-09-06 00:38:44.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8333835601806641,2025-11-20 22:22:34.384645
95,1,tânico gosto,2025-07-17 08:07:22.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.3898479640483856,2025-11-20 22:22:34.384645
96,1,excelente relação qualidade preço,2023-07-16 02:55:47.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7777255773544312,2025-11-20 22:22:34.384645
97,1,bom queijo curado,2024-04-18 22:50:43.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.4448007643222809,2025-11-20 22:22:34.384645
98,1,vinho levar fresco ideal verão,2025-09-30 18:23:18.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5403076410293579,2025-11-20 22:22:34.384645
99,1,Fiquei surpreso elegância,2024-08-04 19:10:42.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.7289469838142395,2025-11-20 22:22:34.384645
100,1,Fiquei surpreso elegância,2023-09-22 06:47:24.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.7289469838142395,2025-11-20 22:22:34.384645
101,1,gostar de este vinho nota frutar bom corpo,2023-01-26 08:01:02.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8390942215919495,2025-11-20 22:22:34.384645
102,1,lojar bem organizar,2025-04-06 10:18:14.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5031822323799133,2025-11-20 22:22:34.384645
103,1,pouco complexo preço pedir,2025-04-25 08:07:55.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.6190919280052185,2025-11-20 22:22:34.384645
104,1,vinho levar fresco ideal verão,2023-07-29 07:00:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5403076410293579,2025-11-20 22:22:34.384645
105,1,tânico gosto,2023-01-01 13:14:52.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.3898479640483856,2025-11-20 22:22:34.384645
106,1,gostar de este vinho nota frutar bom corpo,2025-04-12 08:06:35.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8390942215919495,2025-11-20 22:22:34.384645
107,1,vinho levar fresco ideal verão,2023-02-21 07:29:26.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5403076410293579,2025-11-20 22:22:34.384645
108,1,entregar rápido satisfeito serviço,2023-08-12 16:07:09.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6265924572944641,2025-11-20 22:22:34.384645
109,1,adorar vinho de o toscana cumprir bem,2023-08-16 00:27:55.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.47820231318473816,2025-11-20 22:22:34.384645
115,4,maravilho Moet chandonr vinho de o porto,2025-11-20 22:18:26.074470,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6513493061065674,2025-11-20 22:22:35.282755
116,2,desgostoso vinho alentejano,2025-11-20 22:18:26.074470,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.9519050717353821,2025-11-20 22:22:35.282755
117,5,inacreditável verdedeiro elixir,2025-11-20 22:18:26.074470,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6574031710624695,2025-11-20 22:22:35.282755
118,2,gostar vinho de o toscana,2025-11-20 22:19:51.351565,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.40735262632369995,2025-11-20 22:22:35.282755
119,2,bom acompanhar carne,2023-12-28 10:13:36.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6982232928276062,2025-11-20 22:22:35.787372
120,5,bom dia festa,2024-11-28 19:43:37.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6092203259468079,2025-11-20 22:22:35.787372
121,5,gostar especialmente vinho de o toscana,2024-03-07 15:47:40.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.47392627596855164,2025-11-20 22:22:35.787372
122,4,excelente equilíbrio final longo,2024-08-13 04:42:59.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8310820460319519,2025-11-20 22:22:35.787372
123,3,aromar fruto vermelho fresco,2023-03-09 11:56:59.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5969806909561157,2025-11-20 22:22:35.787372
124,5,final agradável persistente,2025-09-03 13:23:25.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8528853058815002,2025-11-20 22:22:35.787372
125,2,gostar esperar corpo,2023-12-21 00:39:48.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
126,4,textura sedoso recomendo,2024-12-05 08:21:40.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5292222499847412,2025-11-20 22:22:35.787372
127,5,gostar esperar corpo,2024-02-19 17:39:16.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
128,2,sabor frutar lembrar cereja,2024-12-19 02:18:35.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.44178488850593567,2025-11-20 22:22:35.787372
129,4,gostar esperar corpo,2024-05-18 18:08:11.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
130,5,textura sedoso recomendo,2023-04-13 19:41:24.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5292222499847412,2025-11-20 22:22:35.787372
131,4,aroma mineral interessante,2025-09-25 15:15:17.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7700913548469543,2025-11-20 22:22:35.787372
132,3,achar produtor excelente ano,2025-05-22 01:19:15.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8920270204544067,2025-11-20 22:22:35.787372
133,2,bom dia festa,2023-08-03 21:22:52.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6092203259468079,2025-11-20 22:22:35.787372
134,4,adorar vinho de o alentejo bom,2025-09-01 16:53:02.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7312583327293396,2025-11-20 22:22:35.787372
135,3,aroma mineral interessante,2025-07-14 16:19:50.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7700913548469543,2025-11-20 22:22:35.787372
136,3,gostar esperar corpo,2025-04-14 03:42:17.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
137,4,sabor frutar lembrar cereja,2024-12-05 20:02:45.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.44178488850593567,2025-11-20 22:22:35.787372
138,2,clássico de o região bom,2025-08-29 08:52:51.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7782663702964783,2025-11-20 22:22:35.787372
139,3,demasiado alcoólico,2025-04-03 21:01:04.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.6366337537765503,2025-11-20 22:22:35.787372
140,4,texturar agradável,2024-07-17 20:54:13.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6356774568557739,2025-11-20 22:22:35.787372
141,2,bom acompanhar carne,2023-12-28 10:13:36.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6982232928276062,2025-11-20 22:22:35.787372
142,5,bom dia festa,2024-11-28 19:43:37.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6092203259468079,2025-11-20 22:22:35.787372
143,5,gostar especialmente vinho de o toscana,2024-03-07 15:47:40.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.47392627596855164,2025-11-20 22:22:35.787372
144,4,excelente equilíbrio final longo,2024-08-13 04:42:59.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8310820460319519,2025-11-20 22:22:35.787372
145,3,aromar fruto vermelho fresco,2023-03-09 11:56:59.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5969806909561157,2025-11-20 22:22:35.787372
146,5,final agradável persistente,2025-09-03 13:23:25.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8528853058815002,2025-11-20 22:22:35.787372
147,2,gostar esperar corpo,2023-12-21 00:39:48.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
148,4,textura sedoso recomendo,2024-12-05 08:21:40.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5292222499847412,2025-11-20 22:22:35.787372
149,5,gostar esperar corpo,2024-02-19 17:39:16.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
150,2,sabor frutar lembrar cereja,2024-12-19 02:18:35.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.44178488850593567,2025-11-20 22:22:35.787372
151,4,gostar esperar corpo,2024-05-18 18:08:11.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
152,5,textura sedoso recomendo,2023-04-13 19:41:24.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5292222499847412,2025-11-20 22:22:35.787372
153,4,aroma mineral interessante,2025-09-25 15:15:17.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7700913548469543,2025-11-20 22:22:35.787372
154,3,saber produtor excelente ano,2025-05-22 01:19:15.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.865547776222229,2025-11-20 22:22:35.787372
155,2,bom dia festa,2023-08-03 21:22:52.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6092203259468079,2025-11-20 22:22:35.787372
156,4,adorar vinho de o alentejo bom,2025-09-01 16:53:02.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7312583327293396,2025-11-20 22:22:35.787372
157,3,aroma mineral interessante,2025-07-14 16:19:50.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7700913548469543,2025-11-20 22:22:35.787372
158,3,gostar esperar corpo,2025-04-14 03:42:17.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4404177963733673,2025-11-20 22:22:35.787372
159,4,sabor frutar lembrar cereja,2024-12-05 20:02:45.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.44178488850593567,2025-11-20 22:22:35.787372
160,2,clássico de o região bom,2025-08-29 08:52:51.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.7782663702964783,2025-11-20 22:22:35.787372
161,3,demasiado alcoólico,2025-04-03 21:01:04.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.6366337537765503,2025-11-20 22:22:35.787372
162,4,texturar agradável,2024-07-17 20:54:13.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6356774568557739,2025-11-20 22:22:35.787372
